"gene" "peak" "beta" "se" "z" "p" "boot_basic_p"
"TM9SF2" "chr13-99227894-99228269" -0.0631768947223982 0.0605332334237549 -1.0436728908918 0.296636756300908 0.3
"TM9SF2" "chr13-99231444-99232053" -0.0569975420985561 0.0538127148432889 -1.05918354546025 0.289516197289708 0.3
"TM9SF2" "chr13-99238033-99239066" -0.0808262169141786 0.0950342958822525 -0.850495246624674 0.395049802049337 0.48
"TM9SF2" "chr13-99257970-99259246" -0.050886870448434 0.0601508015693146 -0.845988234916448 0.397559307560064 0.4
"TM9SF2" "chr13-99269635-99270204" 0.0878836511475299 0.051632303005314 1.70210596917369 0.0887355051480944 0.1
"TM9SF2" "chr13-99279762-99280485" 0.0546840920366097 0.0456931968829544 1.19676660349868 0.231397538648432 0.38
"TM9SF2" "chr13-99281472-99282915" 0.120121463978796 0.0416407051400191 2.88471253248188 0.00391771217437138 0.0128
"TM9SF2" "chr13-99289342-99290008" -0.159482066705431 0.0819285333171398 -1.9465998016599 0.0515827324147151 0.0672
"TM9SF2" "chr13-99296339-99296809" 0.0918210447222656 0.0777572311604908 1.18086824018653 0.237655069884808 0.2
"TM9SF2" "chr13-99303858-99304236" 0.0473158920321237 0.0733945400879048 0.644678636523281 0.519135463471003 0.36
"TM9SF2" "chr13-99307089-99307551" 0.0458894383104519 0.070893488398067 0.647301174584366 0.517437041486106 0.58
"TM9SF2" "chr13-99312401-99312876" 0.0237810449146064 0.0432059944455726 0.55041077562892 0.582037659453711 0.5
"TM9SF2" "chr13-99320698-99321382" -0.115234031454321 0.0581745917084662 -1.98083094474991 0.0476102352876459 0.0744
"TM9SF2" "chr13-99322063-99323136" -0.0431578634302034 0.0514361254864059 -0.839057433313278 0.401437081187455 0.42
"TM9SF2" "chr13-99355807-99356838" -0.0500717869773708 0.0431965004974666 -1.15916304331893 0.24638973240064 0.32
"TM9SF2" "chr13-99374694-99376481" 0.0414576885956903 0.045001328553489 0.921254770210025 0.3569174291921 0.56
"TM9SF2" "chr13-99387334-99387726" -0.0187424592332008 0.0824566960590169 -0.227300633289821 0.820189980700866 1
"TM9SF2" "chr13-99420024-99420711" -0.0188274642997912 0.0692983082129662 -0.271687214093756 0.785862533301983 0.78
"TM9SF2" "chr13-99421955-99422607" 0.0672064170417185 0.0718326868798717 0.935596592037691 0.349480929891663 0.44
"TM9SF2" "chr13-99425267-99426029" 0.153615782817189 0.083787886146172 1.83338892867161 0.066744752882161 0.14
"TM9SF2" "chr13-99431994-99433236" -0.093680194284765 0.0421543516614732 -2.22231372545064 0.0262621112142008 0.0488
"TM9SF2" "chr13-99436636-99437423" -0.0269465384919427 0.0487936417490293 -0.552255120258138 0.580773574455564 0.66
"TM9SF2" "chr13-99464280-99465606" 0.0561398799175319 0.0754042856831497 0.744518423706482 0.456562899457968 0.4
"TM9SF2" "chr13-99484043-99484808" 0.0106287289898486 0.051845160508318 0.205009086395698 0.837565025885936 0.78
"TM9SF2" "chr13-99495899-99497063" -0.0491341113237234 0.0441975163224318 -1.11169394599638 0.266269763677401 0.26
"TM9SF2" "chr13-99498129-99498945" 0.0563526619194409 0.0431696260309939 1.30537757911042 0.19176430910754 0.32
"TM9SF2" "chr13-99500927-99502230" -0.0838152194663483 0.0430663695004349 -1.94618725559167 0.0516322502376013 0.0712
"TM9SF2" "chr13-99605655-99607078" -0.0467345941202118 0.0471893092031205 -0.990364023322498 0.321996223507737 0.28
"CLYBL" "chr13-99176406-99177211" 0.210953231516126 0.174672598064459 1.20770649691876 0.227160178106657 0.28
