"gene" "peak" "beta" "se" "z" "p" "boot_basic_p"
"APOBEC3C" "chr22-39173766-39174963" -0.114725756962927 0.173258624167931 -0.662164769655156 0.507865629905325 0.46
"APOBEC3C" "chr22-39501450-39503261" -0.131834539104741 0.0987170543560159 -1.33547885889392 0.181719670062199 0.16
"APOBEC3F" "chr22-38549197-38550465" -0.0347812960073853 0.160655104942489 -0.21649667478563 0.828600616841359 0.82
"APOBEC3F" "chr22-38569411-38571099" -0.337536806814272 0.243632577504721 -1.38543379654444 0.16591986281909 0.26
"APOBEC3F" "chr22-38655758-38657561" 0.161975419840966 0.149511270384304 1.08336595244375 0.278646021915107 0.24
"APOBEC3F" "chr22-38681328-38682330" 0.0302015830516363 0.153295968142326 0.197014855756649 0.843815912408279 0.68
"APOBEC3F" "chr22-38700296-38701608" 0.0781425032063624 0.164961458065671 0.473701579281955 0.635712726994759 0.68
"APOBEC3F" "chr22-38705167-38706746" -0.0413413405026685 0.174882756713611 -0.236394606761427 0.813126480798491 0.9
"APOBEC3F" "chr22-38733109-38733467" -0.211820298541716 0.325893408873828 -0.649968034866649 0.515712869535321 0.52
"APOBEC3F" "chr22-38751289-38752360" 0.109663023787532 0.161183346690089 0.680361997932601 0.496275277164943 0.52
"APOBEC3F" "chr22-38754808-38756459" 0.221736817532223 0.167612982227883 1.32290956574446 0.18586545381882 0.2184
"APOBEC3F" "chr22-38793352-38794455" 0.083402541680448 0.156168314624879 0.534055463688544 0.59330316144117 0.56
"APOBEC3F" "chr22-38842985-38844394" -0.0838105757957714 0.239353567533296 -0.350153860915872 0.72622323111136 0.84
"APOBEC3F" "chr22-38868857-38869104" 0.0777916157916954 0.262290749260613 0.296585434335702 0.76678303250132 0.46
"APOBEC3F" "chr22-38870308-38870674" -0.209406675855799 0.232569508708202 -0.900404687695045 0.367904927061314 0.4
"APOBEC3F" "chr22-38871192-38873186" 0.14463761359119 0.14873249267222 0.972468160739736 0.33081769708699 0.32
"APOBEC3F" "chr22-38926824-38927670" -0.176655399881953 0.199160713175647 -0.88699923325819 0.375079313287909 0.46
"APOBEC3F" "chr22-38941140-38942067" 0.161062868213373 0.148450728303496 1.08495842394314 0.277940069855286 0.26
"APOBEC3F" "chr22-38947058-38947589" 0.0704246758294311 0.199379603692059 0.353219058144994 0.723924221244623 0.62
"APOBEC3F" "chr22-38951619-38952067" -0.024923719992823 0.194228334005219 -0.128321751409109 0.897894352270786 0.98
"APOBEC3F" "chr22-38953662-38954440" 0.126908473408276 0.146083010140957 0.868742184911306 0.38498816220005 0.42
"APOBEC3F" "chr22-38957155-38958167" 0.115337785442952 0.148841442780424 0.774903704831067 0.438396562788607 0.34
"APOBEC3F" "chr22-38966856-38968190" 0.076329111955318 0.146188636266776 0.522127532649164 0.601581537767209 0.56
"APOBEC3F" "chr22-38981400-38982561" 0.186626504791256 0.150129584367393 1.24310278735302 0.213829958795124 0.22
"APOBEC3F" "chr22-39002914-39003605" -0.0808986992803695 0.231550720856005 -0.349377877042664 0.726805639722161 0.72
"APOBEC3F" "chr22-39013624-39014680" -0.0407068803558423 0.175924906434811 -0.231387818705057 0.817013527681506 0.82
"APOBEC3F" "chr22-39020138-39021783" 0.124631508520499 0.19008944505794 0.655646653513616 0.512051500359479 0.66
"APOBEC3F" "chr22-39040140-39041293" 0.314533157924655 0.193365285691346 1.62662681049544 0.103816381610661 0.0832
"APOBEC3F" "chr22-39077016-39077659" -0.278519542906437 0.232115617383327 -1.19991729141808 0.230171463743951 0.2
"APOBEC3F" "chr22-39090080-39091379" 0.112723765307046 0.270822088379602 0.416228107469009 0.677243093996678 0.9
"APOBEC3F" "chr22-39096970-39097501" 0.551173172052542 0.237948082564937 2.31635895574878 0.0205386778121871 0.012
"APOBEC3F" "chr22-39144094-39146263" 0.0645905738709862 0.147103976486011 0.439081086819762 0.660602782824951 0.74
"APOBEC3F" "chr22-39152052-39153604" -0.0121526254443975 0.148773350618998 -0.0816854994112476 0.934896809614596 0.98
"APOBEC3F" "chr22-39170810-39171352" 0.333681264004988 0.2082996341985 1.60192918863701 0.109171269071873 0.1
"APOBEC3F" "chr22-39240783-39243477" -0.116577537031915 0.233518045151789 -0.499222820044327 0.617622419965997 0.56
"APOBEC3F" "chr22-39286800-39287491" 0.148471149540192 0.175571434112342 0.845645251409121 0.397750673598736 0.42
"APOBEC3F" "chr22-39292174-39292932" -0.227263460190494 0.189602024582193 -1.19863414270651 0.230670236115186 0.36
