"gene" "peak" "beta" "se" "z" "p" "boot_basic_p"
"TGFB1" "chr19-41530558-41532140" 0.0641240061335931 0.0362426445747403 1.76929710527485 0.0768443062674363 0.1576
"TGFB1" "chr19-41545612-41546804" 0.0497139629650562 0.0540265026676366 0.920177329835497 0.357480099074247 0.4
"TGFB1" "chr19-41548873-41549581" 0.0965860554709529 0.0503005293616621 1.92017970181778 0.0548352046253932 0.1192
"TGFB1" "chr19-41563204-41565556" -0.101988397447215 0.0568637543709101 -1.79355722420237 0.0728838692410522 0.2
"TGFB1" "chr19-41570259-41570992" -0.00329940893901221 0.0650072251335014 -0.0507544958615972 0.959521151152618 0.98
"TGFB1" "chr19-41575610-41576824" -0.0163027271539244 0.0398766514956774 -0.408828889649664 0.682665237230353 0.8
"TGFB1" "chr19-41595131-41595648" 0.202576997429851 0.0610079033818837 3.32050416749785 0.000898550175661883 0.0136
"TGFB1" "chr19-41597425-41597951" -0.0213559860519045 0.0606975421450696 -0.351842682539975 0.724956246606258 0.62
"TGFB1" "chr19-41626684-41627514" 0.133629047004664 0.0442798136295716 3.01783219149374 0.00254589838926788 0.008
"TGFB1" "chr19-41784365-41786024" 0.0557031280746627 0.0463190436497089 1.20259667915257 0.2291324333979 0.34
"TGFB1" "chr19-41801521-41802245" -0.0405929146846065 0.0424732918721111 -0.955728009188303 0.339209667819018 0.5
"TGFB1" "chr19-41810479-41811401" 0.0487654186274341 0.0419764599019384 1.161732522022 0.245344130967861 0.48
"TGFB1" "chr19-41516125-41517143" -0.0167220031761439 0.0471172963651038 -0.354901585323741 0.722663320774344 0.8
"CCDC97" "chr19-40810627-40810981" -0.156472608873197 0.156904844453299 -0.997245237509344 0.318645487859275 0.46
"CCDC97" "chr19-40811169-40811624" -0.294559747552239 0.193777820444676 -1.5200901056493 0.128488331001264 0.22
"CCDC97" "chr19-40819417-40820024" 0.0652322345250176 0.143326054004245 0.455131727292831 0.649014473849534 0.68
"CCDC97" "chr19-40826424-40827383" -0.114613571790413 0.16246377598032 -0.705471549573592 0.480516831097625 0.6
"CCDC97" "chr19-40843127-40844147" 0.152953142827801 0.125619357236535 1.21759214656543 0.223379000302867 0.32
"CCDC97" "chr19-40875079-40876088" -0.0477753727986693 0.180215335073964 -0.265101595150387 0.790931198538146 0.82
"CCDC97" "chr19-41120523-41121521" 0.266205508887671 0.14554944807751 1.82896955229886 0.0674041696306839 0.1
"CCDC97" "chr19-41134973-41136053" -0.252008782832293 0.193883424824167 -1.29979539540752 0.193671104099649 0.42
"CCDC97" "chr19-41175590-41176726" -0.0557560475638826 0.0999800956110439 -0.557671476738653 0.577068738343729 0.8
"CCDC97" "chr19-41192753-41194455" -0.100408810922741 0.14655623377698 -0.685121392212744 0.493267322181213 0.52
"CCDC97" "chr19-41203962-41204647" -0.291789551155932 0.175012978452097 -1.66724521653575 0.0954656550579347 0.2
"CCDC97" "chr19-41225503-41226846" -0.271355007335025 0.179611946286286 -1.51078485003725 0.130843275855042 0.34
"CCDC97" "chr19-41233437-41234184" 0.1155023356582 0.106430096413973 1.08524129498991 0.277814798913722 0.38
"CCDC97" "chr19-41262017-41265084" -0.00805548864204086 0.123242453433454 -0.0653629363715199 0.947885033438567 0.96
"CCDC97" "chr19-41297541-41298627" -0.0170451681297972 0.170733673050332 -0.0998348353038265 0.920475451622012 0.92
"CCDC97" "chr19-41307143-41307721" -0.0708698171493581 0.17046335254859 -0.415748112950888 0.677594330666328 0.66
"CCDC97" "chr19-41308196-41308948" -0.0639833016632358 0.103398006507293 -0.618805950177799 0.536044201910655 0.34
"CCDC97" "chr19-41309283-41310527" 0.116020779262701 0.0879757653471258 1.31878113029103 0.187242294440428 0.24
"CCDC97" "chr19-41327220-41329162" 0.0181681525626089 0.0830123269813395 0.218860899619077 0.826758405620569 0.84
"CCDC97" "chr19-41334182-41335239" 0.252598509662731 0.0914804099138412 2.76123062741668 0.00575839971444436 0.0152
"CCDC97" "chr19-41351083-41351927" 0.0404438387402351 0.0902965988404426 0.44789991272762 0.654225431383076 0.66
"CCDC97" "chr19-41352464-41353053" 0.052770240431247 0.116718220886096 0.452116559270938 0.65118501490784 0.6
"CCDC97" "chr19-41353361-41354253" -0.031739195240274 0.0832947402122228 -0.381046812312604 0.70316851292371 0.68
"CCDC97" "chr19-41357211-41357589" -0.0824981788937766 0.172227161270812 -0.479007946743403 0.631932975302897 0.6
"CCDC97" "chr19-41363196-41364790" 0.00788567189299935 0.0862771977951783 0.0913992583732252 0.927175351016737 0.82
"CCDC97" "chr19-41376161-41377263" -0.143073635542977 0.139416962697134 -1.02622832096684 0.304783974892022 0.28
"CCDC97" "chr19-41396749-41398113" -0.164457891131092 0.0836158144719956 -1.96682759319616 0.0492030903060505 0.18
"CCDC97" "chr19-41409204-41410295" 0.07786152897987 0.0835683491914134 0.931710746152567 0.351486031367567 0.44
"CCDC97" "chr19-41420139-41420955" 0.0604790856842547 0.109864588956644 0.550487525221811 0.581985030859107 0.8
"CCDC97" "chr19-41426770-41428410" -0.0182184102019091 0.118486522241352 -0.153759346272304 0.877799489539046 0.9
"CCDC97" "chr19-41439358-41440262" 0.0582931147322524 0.0874536157057986 0.666560373310983 0.505052987900863 0.46
"CCDC97" "chr19-41449025-41449677" -0.262510128726447 0.1724481169131 -1.52225569884727 0.1279450237489 0.1936
"CCDC97" "chr19-41463230-41464180" 0.196224953012566 0.127705496564192 1.5365427353703 0.124405324935825 0.1
"CCDC97" "chr19-41521159-41522412" -0.0781245448051749 0.101961119543158 -0.766218977932135 0.443546018048605 0.5
"CCDC97" "chr19-41530558-41532140" 0.063054026554194 0.086397432864337 0.729813658389627 0.465504094556028 0.48
"CCDC97" "chr19-41545612-41546804" -0.105513651281204 0.137457424455256 -0.767609692232737 0.442719102481061 0.4
"CCDC97" "chr19-41548873-41549581" 0.162183968779618 0.118405977559709 1.36972788132958 0.17077186187707 0.14
"CCDC97" "chr19-41563204-41565556" -0.083975076788613 0.135775961711893 -0.618482651345914 0.53625723027672 0.84
"CCDC97" "chr19-41570259-41570992" -0.146120263524834 0.166117562001477 -0.879619600506386 0.379065417079357 0.42
"CCDC97" "chr19-41575610-41576824" 0.000541165960920923 0.0949987534298769 0.00569655854821699 0.995454828467074 0.82
"CCDC97" "chr19-41595131-41595648" -0.181695801176344 0.172435862055351 -1.05370077320703 0.292019934834575 0.36
"CCDC97" "chr19-41597425-41597951" -0.0179415429300243 0.145639179315835 -0.12319173325686 0.901955271611815 0.94
"CCDC97" "chr19-41626684-41627514" 0.00726688906096457 0.110363535590766 0.0658450186655 0.947501214268398 0.94
"CCDC97" "chr19-41784365-41786024" 0.165151914624285 0.107073937104724 1.54241003076928 0.122973985572921 0.12
"CCDC97" "chr19-41801521-41802245" 0.0521527787478426 0.0990935303971493 0.52629852361525 0.598680808660312 0.6
"CCDC97" "chr19-41810479-41811401" 0.250297815751475 0.0951270500947202 2.63119497032913 0.00850852079827019 0.0104
"CCDC97" "chr19-41516125-41517143" 0.0965989112183448 0.108885250426158 0.887162502177963 0.374991417571576 0.36
"TMEM91" "chr19-40875079-40876088" -0.11946908296915 0.2151278289266 -0.555339974215574 0.578662141532494 0.64
"TMEM91" "chr19-41120523-41121521" 0.32359473961357 0.166270100326743 1.94619922029073 0.0516308135572268 0.0496
"TMEM91" "chr19-41134973-41136053" 0.24748602380735 0.178671733845272 1.38514368490804 0.166008536400683 0.22
"TMEM91" "chr19-41175590-41176726" -0.235489178911794 0.120704631086423 -1.95095396748436 0.0510625219283692 0.1024
"TMEM91" "chr19-41192753-41194455" 0.0544049326733475 0.157135583624729 0.346229233496069 0.72917044661771 0.78
