"X1","X2","X3","X4","X5","X6"
"RPS18","chr6-33343472-33345615_chr6-33578280-33580554","-7.44360280609704","0.279021015414014","5.02711878204399e-67","4e-04"
"RPS18","chr6-33343472-33345615_chr6-33570353-33571770","-7.48129353995044","0.3251579226453","1.02635597121471e-108","4e-04"
"RPS18","chr6-33343472-33345615_chr6-33619960-33622075","-7.45214926926481","0.297231126970232","1.89187373749381e-78","4e-04"
"RPS18","chr6-33427701-33428521_chr6-33578280-33580554","-7.44826273014423","0.198316124261527","1.3213371885373e-30","4e-04"
"RPS18","chr6-33427701-33428521_chr6-33570353-33571770","-7.51620095778077","0.279772326230687","3.47738738045506e-65","4e-04"
"RPS18","chr6-33427701-33428521_chr6-33619960-33622075","-7.3914007075317","0.282206514176036","3.35899549206528e-56","4e-04"
"RPS18","chr6-33578280-33580554_chr6-33570353-33571770","-7.44184960524586","0.237503464788856","7.1989726990591e-61","4e-04"
"RPS18","chr6-33578280-33580554_chr6-33619960-33622075","-7.42902786570734","0.199052805093839","1.98547043058131e-38","4e-04"
"RPS18","chr6-33570353-33571770_chr6-33619960-33622075","-7.44818196758693","0.262915697848441","2.56146814159534e-70","4e-04"
"CD3E","chr11-118224575-118225192_chr11-118251625-118253014","-10.3435994443195","0.760842157053689","1.25083280597719e-21","4e-04"
"CD3E","chr11-118224575-118225192_chr11-118315474-118317275","-10.7033905786464","0.854635808124418","1.89295422517332e-27","4e-04"
"CD3E","chr11-118224575-118225192_chr11-118530303-118531929","-10.5283334871674","0.811413426582411","5.04404653724495e-21","4e-04"
"CD3E","chr11-118224575-118225192_chr11-118571633-118573470","-10.7382039033357","0.708148438381415","2.17341291898647e-19","4e-04"
"CD3E","chr11-118224575-118225192_chr11-118607325-118611234","-10.3663633947978","0.716631136049969","2.35860744161303e-22","4e-04"
"CD3E","chr11-118224575-118225192_chr11-118699183-118700548","-10.435135882429","0.716438660067359","1.25908907780229e-20","4e-04"
"CD3E","chr11-118251625-118253014_chr11-118315474-118317275","-10.622047506908","0.956400632642786","3.14708834675097e-40","4e-04"
"CD3E","chr11-118251625-118253014_chr11-118530303-118531929","-10.2606772297006","0.94444204138917","2.54984855744868e-37","4e-04"
"CD3E","chr11-118251625-118253014_chr11-118571633-118573470","-10.626800536741","0.835385438600313","1.36762708756698e-32","4e-04"
"CD3E","chr11-118251625-118253014_chr11-118607325-118611234","-10.7913678556964","0.79756664111753","1.92445226602479e-30","4e-04"
"CD3E","chr11-118251625-118253014_chr11-118699183-118700548","-10.69105192738","0.774189573278678","1.55554655557335e-22","4e-04"
"CD3E","chr11-118315474-118317275_chr11-118530303-118531929","-11.0234380504287","0.93697301607127","6.68965824355739e-33","4e-04"
"CD3E","chr11-118315474-118317275_chr11-118571633-118573470","-11.1597719485913","0.970592894629835","1.35441559073883e-43","4e-04"
"CD3E","chr11-118315474-118317275_chr11-118607325-118611234","-10.8656291476623","0.888858045529491","1.33837147222089e-39","4e-04"
"CD3E","chr11-118315474-118317275_chr11-118699183-118700548","-10.8986642998825","0.878360316348597","4.94941556822176e-34","4e-04"
"CD3E","chr11-118530303-118531929_chr11-118571633-118573470","-10.8112502591719","0.852261675842375","1.10810454558637e-27","4e-04"
"CD3E","chr11-118530303-118531929_chr11-118607325-118611234","-10.7094892156864","0.845241503094886","1.48538993083315e-31","4e-04"
"CD3E","chr11-118530303-118531929_chr11-118699183-118700548","-10.556766489383","0.82421565098144","9.52330397433305e-28","4e-04"
"CD3E","chr11-118571633-118573470_chr11-118607325-118611234","-10.5569509530753","0.784324697071416","1.66583471076904e-34","4e-04"
"CD3E","chr11-118571633-118573470_chr11-118699183-118700548","-11.1176190150355","0.76603834056986","6.69591804160581e-25","4e-04"
"CD3E","chr11-118607325-118611234_chr11-118699183-118700548","-10.8726655395373","0.724966768015921","2.63608282298538e-25","4e-04"
"RPS15","chr19-996017-996841_chr19-1026180-1028844","-7.80758596134765","0.247398508911582","1.17327583877145e-27","4e-04"
"RPS15","chr19-996017-996841_chr19-1066801-1067830","-7.74852489130809","0.303514744663483","5.25731222457673e-40","4e-04"
"RPS15","chr19-996017-996841_chr19-1076894-1077318","-7.78000619836787","0.286280504659974","4.16666917445508e-31","4e-04"
"RPS15","chr19-996017-996841_chr19-1094817-1096084","-7.73186074530411","0.263723511034497","1.58124497673821e-38","4e-04"
