"X1","X2","X3","X4","X5","X6"
"FAU","chr11-64844129-64845149_chr11-65013166-65014933","-7.79629065588344","0.164591682969861","3.17470120833853e-21","4e-04"
"FAU","chr11-64844129-64845149_chr11-65424922-65425469","-7.81975754210158","0.207167966404046","1.37995153152347e-19","4e-04"
"FAU","chr11-64844129-64845149_chr11-65539626-65541210","-7.77665835048039","0.167254584117795","5.15880477994662e-22","4e-04"
"FAU","chr11-64844129-64845149_chr11-65575502-65576144","-7.81155515305854","0.168428894682701","5.23478260446103e-17","4e-04"
"FAU","chr11-65013166-65014933_chr11-65424922-65425469","-7.80658419236256","0.151127335555015","1.6056557084108e-18","4e-04"
"FAU","chr11-65013166-65014933_chr11-65539626-65541210","-7.82443553746392","0.124008946834734","1.12337570425264e-17","4e-04"
"FAU","chr11-65013166-65014933_chr11-65575502-65576144","-7.84830432805201","0.140533180203163","3.28292972852836e-20","4e-04"
"FAU","chr11-65424922-65425469_chr11-65539626-65541210","-7.7639648912347","0.155771218488837","7.77834415109185e-20","4e-04"
"FAU","chr11-65424922-65425469_chr11-65575502-65576144","-7.81992223303183","0.154249036514345","3.50452072202843e-15","4e-04"
"FAU","chr11-65539626-65541210_chr11-65575502-65576144","-7.86336167249997","0.143555560348299","3.96416718507196e-21","4e-04"
"CD3G","chr11-118251625-118253014_chr11-118315474-118317275","-10.5293525170777","0.952134351092054","1.8255826933157e-32","4e-04"
"CD3G","chr11-118251625-118253014_chr11-118435316-118436919","-10.9376166473837","0.863476981485308","1.13297544685774e-26","4e-04"
"CD3G","chr11-118251625-118253014_chr11-118530303-118531929","-10.6292541483462","0.939158129607702","8.03644247712957e-30","4e-04"
"CD3G","chr11-118251625-118253014_chr11-118607325-118611234","-10.8135006719608","0.823461375022085","9.3733759850701e-26","4e-04"
"CD3G","chr11-118315474-118317275_chr11-118435316-118436919","-10.9689936016081","0.933941555199256","3.46048193879942e-32","4e-04"
"CD3G","chr11-118315474-118317275_chr11-118530303-118531929","-10.5511142349106","0.921543484060194","9.68710020103049e-25","4e-04"
"CD3G","chr11-118315474-118317275_chr11-118607325-118611234","-10.7666692004745","0.945521753376929","6.44726547369068e-37","4e-04"
"CD3G","chr11-118435316-118436919_chr11-118530303-118531929","-10.8505751874409","0.877330623736844","2.49669428104843e-24","4e-04"
"CD3G","chr11-118435316-118436919_chr11-118607325-118611234","-11.1469698223803","0.799949324550874","1.45994070337678e-23","4e-04"
"CD3G","chr11-118530303-118531929_chr11-118607325-118611234","-10.7200318424378","0.884058628349769","6.08605919436253e-27","4e-04"
"CD3D","chr11-118263665-118264563_chr11-118315474-118317275","-10.0162142195074","0.628300753729699","9.00767603254863e-13","4e-04"
"CD3D","chr11-118263665-118264563_chr11-118435316-118436919","-9.93799238921468","0.512088676535091","5.33414868888465e-13","4e-04"
"CD3D","chr11-118263665-118264563_chr11-118530303-118531929","-9.69439099043624","0.260449096615078","0.0638093327912569","0.048"
"CD3D","chr11-118263665-118264563_chr11-118607325-118611234","-9.99264954268546","0.58653289170669","9.10206720952585e-14","4e-04"
"CD3D","chr11-118315474-118317275_chr11-118435316-118436919","-9.90927760929036","0.61162700493778","4.22808558555445e-37","4e-04"
"CD3D","chr11-118315474-118317275_chr11-118530303-118531929","-10.0352158536704","0.728300040496823","4.32940529617297e-34","4e-04"
"CD3D","chr11-118315474-118317275_chr11-118607325-118611234","-10.0923521045072","0.645055041099667","2.320647114727e-38","4e-04"
"CD3D","chr11-118435316-118436919_chr11-118530303-118531929","-9.94024290696785","0.620549736316925","2.03303197846072e-31","4e-04"
"CD3D","chr11-118435316-118436919_chr11-118607325-118611234","-9.93681282807279","0.46620725385784","2.68701507552657e-22","4e-04"
"CD3D","chr11-118530303-118531929_chr11-118607325-118611234","-9.91967135156435","0.631368391730196","3.29584148194144e-28","4e-04"
"RPL41","chr12-55929167-55929806_chr12-56160107-56160751","-6.81646417507351","0.276867999445425","5.52204180885547e-29","4e-04"
"RPL41","chr12-55929167-55929806_chr12-56188334-56190574","-6.85198617025498","0.219919893811207","7.52476285148423e-61","4e-04"
"RPL41","chr12-55929167-55929806_chr12-56266315-56267681","-6.86275262653387","0.243364835161995","5.36751700802729e-66","4e-04"
"RPL41","chr12-55929167-55929806_chr12-55737864-55739077","-6.8184426352593","0.28469922326298","8.85851391015409e-37","4e-04"
"RPL41","chr12-56160107-56160751_chr12-56188334-56190574","-6.84268266915773","0.150983726934421","1.12255487787565e-24","4e-04"
"RPL41","chr12-56160107-56160751_chr12-56266315-56267681","-6.85122492016449","0.203835288205646","2.50899553550097e-36","4e-04"
