"X1","X2","X3","X4","X5","X6"
"TYMP","chr22-50244014-50245505_chr22-50562450-50563695","-6.84325260359305","-0.0746907087249697","2.76622582202783e-15","4e-04"
"TYMP","chr22-50244014-50245505_chr22-50620036-50622641","-6.87747301368125","-0.118585992986823","2.64114264516578e-23","4e-04"
"TYMP","chr22-50244014-50245505_chr22-50783131-50784219","-6.86315848536391","-0.085279937009339","1.22009844175652e-14","4e-04"
"TYMP","chr22-50469248-50470395_chr22-50562450-50563695","-6.81296739495756","-0.161012804759462","2.71751885961604e-28","4e-04"
"TYMP","chr22-50469248-50470395_chr22-50620036-50622641","-6.83610811365746","-0.181689107782441","4.66248296189778e-27","4e-04"
"TYMP","chr22-50469248-50470395_chr22-50783131-50784219","-6.84210980505167","-0.153793682914227","6.99600917600751e-19","4e-04"
"TYMP","chr22-50562450-50563695_chr22-50620036-50622641","-6.87251353173642","-0.10737855761335","2.65174004973561e-19","4e-04"
"TYMP","chr22-50562450-50563695_chr22-50783131-50784219","-6.88600639759486","-0.0753730514174547","5.99326805841698e-12","4e-04"
"TYMP","chr22-50620036-50622641_chr22-50783131-50784219","-6.85583179898907","-0.111662988186281","6.88011484439805e-15","4e-04"
"MTSS1","chr8-124629552-124630486_chr8-124709022-124710156","-8.23762863871857","-0.0424124737214159","0.18022158278828","0.48"
"MTSS1","chr8-124629552-124630486_chr8-124750797-124752307","-8.19108717911733","-0.061939503774858","0.0244990673555138","0.32"
"MTSS1","chr8-124629552-124630486_chr8-124789605-124790582","-8.25690255163337","-0.0920564741682115","0.0324912164791517","0.3"
"MTSS1","chr8-124629552-124630486_chr8-125219074-125220814","-8.08252246527655","-0.3137465772091","2.05227703891376e-27","4e-04"
"MTSS1","chr8-124709022-124710156_chr8-124750797-124752307","-8.28224053106244","0.23873755169129","3.62870970887813e-25","4e-04"
"MTSS1","chr8-124709022-124710156_chr8-124789605-124790582","-8.3281808093098","0.204797434600312","2.27294899703633e-11","4e-04"
"MTSS1","chr8-124709022-124710156_chr8-125219074-125220814","-8.21000253829035","-0.0490665171803551","0.0567696565006412","0.38"
"MTSS1","chr8-124750797-124752307_chr8-124789605-124790582","-8.33442655682334","0.231496320600698","5.37336964624775e-19","4e-04"
"MTSS1","chr8-124750797-124752307_chr8-125219074-125220814","-8.22614999010568","0.0136209964844911","0.507208603746795","0.96"
"MTSS1","chr8-124789605-124790582_chr8-125219074-125220814","-8.16296746821113","0.0549993520053873","0.0401781480467561","0.42"
"IL1B","chr2-112699857-112701738_chr2-112749484-112750443","-8.67408154483767","0.392225102606676","4.16892939074829e-35","4e-04"
"IL1B","chr2-112699857-112701738_chr2-112839167-112839999","-8.9141762660036","0.291397855275943","8.63657051626561e-36","4e-04"
"IL1B","chr2-112699857-112701738_chr2-112841179-112842025","-8.69872920097689","0.305609279378048","1.73078555085797e-38","4e-04"
"IL1B","chr2-112699857-112701738_chr2-112836503-112836973","-8.49783371653162","0.369003024816136","1.15275158173079e-46","4e-04"
"IL1B","chr2-112749484-112750443_chr2-112839167-112839999","-8.70511266024858","0.344961056612324","4.88463513845451e-29","4e-04"
"IL1B","chr2-112749484-112750443_chr2-112841179-112842025","-8.7927474444978","0.356040310623902","1.18880026182031e-27","4e-04"
"IL1B","chr2-112749484-112750443_chr2-112836503-112836973","-8.59447733485936","0.435833696096353","1.52508877816909e-28","4e-04"
"IL1B","chr2-112839167-112839999_chr2-112841179-112842025","-8.92081155029844","0.329813289387295","3.82443744539706e-49","4e-04"
"IL1B","chr2-112839167-112839999_chr2-112836503-112836973","-8.91020385500548","0.391953236160143","1.0279497820308e-61","4e-04"
"IL1B","chr2-112841179-112842025_chr2-112836503-112836973","-8.72235888829934","0.396978313283755","1.03095362261265e-56","4e-04"
"MGAT4A","chr2-98730186-98731774_chr2-98770360-98772351","-10.2854342979512","0.749405703758531","2.20169982848958e-45","4e-04"
"MGAT4A","chr2-98730186-98731774_chr2-99140597-99142026","-10.158685893386","0.635366932608093","1.80928792777349e-36","4e-04"
"MGAT4A","chr2-98730186-98731774_chr2-99154139-99155795","-10.0972378423211","0.562661833001288","2.78949878759563e-27","4e-04"
"MGAT4A","chr2-98730186-98731774_chr2-99180547-99181504","-10.0018745058087","0.494767898548572","4.96483343275871e-21","4e-04"
"MGAT4A","chr2-98770360-98772351_chr2-99140597-99142026","-10.4146542959449","0.774290813070339","5.70782126927818e-49","4e-04"
"MGAT4A","chr2-98770360-98772351_chr2-99154139-99155795","-10.2909612649463","0.724784668357023","2.7118627476306e-38","4e-04"
"MGAT4A","chr2-98770360-98772351_chr2-99180547-99181504","-10.3062345993768","0.682046987846122","4.36624900048135e-31","4e-04"
