"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"RPS27","chr1-153633299-153634614","chr1-154342513-154343557","-7.13216353562854","0.16362405359027","4.31938336785578e-20","4e-04"
"RPS27","chr1-153633299-153634614","chr1-154271627-154273119","-7.16780095559004","0.0982245967586023","0.000130535548425635","0.0304"
"RPS27","chr1-153670327-153672160","chr1-153678402-153679988","-7.13864890870031","0.168826776665581","2.26455116359219e-20","4e-04"
"RPS27","chr1-153670327-153672160","chr1-153782979-153784163","-7.25063412620371","0.14722590610781","9.61399548205869e-11","4e-04"
"RPS27","chr1-153670327-153672160","chr1-153921782-153923783","-7.24789300139472","0.0487730251861829","0.0840265279256869","0.26"
"RPS27","chr1-153670327-153672160","chr1-153957509-153958858","-7.1863106645425","0.120083286956662","6.21509358010952e-08","4e-04"
"RPS27","chr1-153670327-153672160","chr1-153963169-153963947","-7.16880885370424","0.143552365113113","5.6253550447305e-12","4e-04"
"RPS27","chr1-153670327-153672160","chr1-154157449-154158661","-7.1184056157945","0.123697423071274","1.89537272009153e-11","8e-04"
"RPS27","chr1-153670327-153672160","chr1-154324586-154326454","-7.14370265853846","0.14363235656668","9.4941026007129e-15","4e-04"
"RPS27","chr1-153670327-153672160","chr1-154328210-154328942","-7.16269861973241","0.135496646054944","8.36474194565186e-14","4e-04"
"RPS27","chr1-153670327-153672160","chr1-154334798-154335395","-7.11992310891688","0.157108287075338","1.57623570890923e-18","4e-04"
"RPS27","chr1-153670327-153672160","chr1-154342513-154343557","-7.13525123118924","0.162357364634671","3.16819904333773e-19","4e-04"
"RPS27","chr1-153670327-153672160","chr1-154271627-154273119","-7.14898901311","0.0606077095419188","0.0184326328308333","0.16"
"RPS27","chr1-153678402-153679988","chr1-153782979-153784163","-7.1889895937765","0.202850323500682","7.0898184341457e-09","0.0096"
"RPS27","chr1-153678402-153679988","chr1-153921782-153923783","-7.23864115633493","0.113455919177064","0.0161935060105148","0.3"
"RPS27","chr1-153678402-153679988","chr1-153957509-153958858","-7.13877686784802","0.179403362400548","7.28315103627364e-07","0.0248"
"RPS27","chr1-153678402-153679988","chr1-153963169-153963947","-7.11670739997414","0.226352965420102","3.65512692514777e-13","0.004"
"RPS27","chr1-153678402-153679988","chr1-154157449-154158661","-7.07537751342932","0.201083046946777","2.28127043860538e-14","8e-04"
"RPS27","chr1-153678402-153679988","chr1-154324586-154326454","-7.07616416630933","0.166501778442357","2.69361316402337e-09","0.0088"
"RPS27","chr1-153678402-153679988","chr1-154328210-154328942","-7.11109299515568","0.216630141348116","1.0056084587718e-16","4e-04"
"RPS27","chr1-153678402-153679988","chr1-154334798-154335395","-7.04933492569687","0.193452731606351","4.43116765192753e-14","8e-04"
"RPS27","chr1-153678402-153679988","chr1-154342513-154343557","-7.0594069295714","0.20190498260401","5.32099422415088e-15","8e-04"
"RPS27","chr1-153678402-153679988","chr1-154271627-154273119","-7.1507423826318","0.208266959760275","3.62656712920271e-07","0.038"
"RPS27","chr1-153782979-153784163","chr1-153921782-153923783","-7.221268741003","-0.0149823738352698","0.616072345101319","0.84"
"RPS27","chr1-153782979-153784163","chr1-153957509-153958858","-7.13704831860258","0.0531304274854026","0.0167819955970864","0.14"
"RPS27","chr1-153782979-153784163","chr1-153963169-153963947","-7.12190090541425","0.0920014517507728","6.73596672455956e-06","0.012"
"RPS27","chr1-153782979-153784163","chr1-154157449-154158661","-7.07218545340893","0.0710305497365948","7.11619726334794e-05","0.0356"
"RPS27","chr1-153782979-153784163","chr1-154324586-154326454","-7.1044145001536","0.123660443000084","6.17831452408044e-12","4e-04"
"RPS27","chr1-153782979-153784163","chr1-154328210-154328942","-7.11300885660166","0.0846429745266819","1.4551816516428e-06","0.0084"
"RPS27","chr1-153782979-153784163","chr1-154334798-154335395","-7.06863853547788","0.113565120038478","3.04984881178802e-11","4e-04"
"RPS27","chr1-153782979-153784163","chr1-154342513-154343557","-7.08458568818028","0.124325182223755","7.65587540530063e-13","4e-04"
"RPS27","chr1-153782979-153784163","chr1-154271627-154273119","-7.13030977033755","0.0376974824236551","0.156755969878235","0.44"
"RPS27","chr1-153921782-153923783","chr1-153957509-153958858","-7.15306941308485","0.0581333811686227","0.00879248613525863","0.1152"
"RPS27","chr1-153921782-153923783","chr1-153963169-153963947","-7.13765489320594","0.0868151729485988","2.93706318246056e-05","0.0148"
"RPS27","chr1-153921782-153923783","chr1-154157449-154158661","-7.11930303642348","0.115660718390298","4.15171121762224e-10","4e-04"
"RPS27","chr1-153921782-153923783","chr1-154324586-154326454","-7.14421379704196","0.133945441904806","7.16128309786944e-13","4e-04"
"RPS27","chr1-153921782-153923783","chr1-154328210-154328942","-7.15746462394556","0.121235333169792","3.05783545131169e-11","4e-04"
"RPS27","chr1-153921782-153923783","chr1-154334798-154335395","-7.12810353653658","0.156777163965647","2.89896678735075e-18","4e-04"
"RPS27","chr1-153921782-153923783","chr1-154342513-154343557","-7.1107375777227","0.120073664596851","3.61719963777326e-11","4e-04"
"RPS27","chr1-153921782-153923783","chr1-154271627-154273119","-7.15001202915933","0.0571914504075902","0.0266350324089911","0.2"
"RPS27","chr1-153957509-153958858","chr1-153963169-153963947","-7.12940707196723","0.115531350898211","2.11662371602779e-08","0.002"
"RPS27","chr1-153957509-153958858","chr1-154157449-154158661","-7.08286361692922","0.0895878776048597","5.9018703081268e-07","0.0064"
"RPS27","chr1-153957509-153958858","chr1-154324586-154326454","-7.0982046904439","0.0987086237033178","4.7167740890853e-08","0.0052"
"RPS27","chr1-153957509-153958858","chr1-154328210-154328942","-7.1130649260093","0.0813343108695184","4.2075013316882e-06","0.0128"
"RPS27","chr1-153957509-153958858","chr1-154334798-154335395","-7.06019231923187","0.0901389871799485","1.66138977260701e-07","0.006"
"RPS27","chr1-153957509-153958858","chr1-154342513-154343557","-7.09258433122745","0.132504664527131","2.79848019355545e-14","4e-04"
"RPS27","chr1-153957509-153958858","chr1-154271627-154273119","-7.11684326274385","-0.00107293778726724","0.968421810699151","0.88"
"RPS27","chr1-153963169-153963947","chr1-154157449-154158661","-7.09565427791077","0.145534880868548","4.2552046033907e-15","4e-04"
"RPS27","chr1-153963169-153963947","chr1-154324586-154326454","-7.10411015757796","0.137822112199139","1.65987838705904e-13","4e-04"
"RPS27","chr1-153963169-153963947","chr1-154328210-154328942","-7.12141655373897","0.12860669061717","2.66052739379014e-12","4e-04"
"RPS27","chr1-153963169-153963947","chr1-154334798-154335395","-7.07196858964839","0.145739985005852","2.63682576252146e-16","4e-04"
"RPS27","chr1-153963169-153963947","chr1-154342513-154343557","-7.07398254455069","0.123939091356236","8.85069124637802e-12","4e-04"
"RPS27","chr1-153963169-153963947","chr1-154271627-154273119","-7.13810533523415","0.0881660936868388","0.00222339201127313","0.1064"
"RPS27","chr1-154157449-154158661","chr1-154324586-154326454","-7.10425371212825","0.273549099222054","3.03360865799946e-27","4e-04"
"RPS27","chr1-154157449-154158661","chr1-154328210-154328942","-7.11517789703959","0.243266958265442","2.53393086393346e-22","4e-04"
"RPS27","chr1-154157449-154158661","chr1-154334798-154335395","-7.07795264664154","0.301859498017402","9.86602637079562e-38","4e-04"
"RPS27","chr1-154157449-154158661","chr1-154342513-154343557","-7.08013321372968","0.273058994354086","3.10386627231602e-29","4e-04"
"RPS27","chr1-154157449-154158661","chr1-154271627-154273119","-7.12976657748571","0.129447324205977","0.00431276044687132","0.18"
"RPS27","chr1-154324586-154326454","chr1-154328210-154328942","-7.12693253937783","0.245690175541793","1.05572751087548e-25","4e-04"
"RPS27","chr1-154324586-154326454","chr1-154334798-154335395","-7.06805647500501","0.240896171640113","1.1007436347112e-26","4e-04"
"RPS27","chr1-154324586-154326454","chr1-154342513-154343557","-7.07740427410474","0.235134103677523","9.25429757251413e-25","4e-04"
"RPS27","chr1-154324586-154326454","chr1-154271627-154273119","-7.15257406136451","0.24572395385421","2.72612246208401e-11","0.0016"
"RPS27","chr1-154328210-154328942","chr1-154334798-154335395","-7.07379637162949","0.356791080082067","3.46846847804139e-45","4e-04"
"RPS27","chr1-154328210-154328942","chr1-154342513-154343557","-7.08818873747655","0.375111002615214","3.53778993103645e-48","4e-04"
"RPS27","chr1-154328210-154328942","chr1-154271627-154273119","-7.14554910222814","0.293399250628893","1.42852153828755e-10","0.0012"
"RPS27","chr1-154334798-154335395","chr1-154342513-154343557","-7.06965633175033","0.373282802042583","2.06010243154383e-37","4e-04"
"RPS27","chr1-154334798-154335395","chr1-154271627-154273119","-7.12570829169472","0.142961543506906","0.0149779902931142","0.3"
"RPS27","chr1-154342513-154343557","chr1-154271627-154273119","-7.12974150287288","0.113901681790572","0.0128098432734271","0.16"
"GABARAP","chr17-7035014-7036788","chr17-7233929-7234779","-8.23870116056958","-0.122664009793107","0.0015431708353924","0.0132"
"GABARAP","chr17-7035014-7036788","chr17-7239181-7239940","-8.22102348164933","-0.122020547031289","0.00536084574612247","0.0284"
"GABARAP","chr17-7035014-7036788","chr17-7262227-7263739","-8.26823268103361","-0.131926287463094","1.53855368038223e-05","8e-04"
"GABARAP","chr17-7035014-7036788","chr17-7328808-7330557","-8.25509423439308","-0.0840324369026659","0.0655240755190522","0.1"
"GABARAP","chr17-7035014-7036788","chr17-7336093-7337206","-8.26815303884582","-0.127722236659885","3.66366295969617e-05","4e-04"
"GABARAP","chr17-7035014-7036788","chr17-7383545-7384678","-8.26521826794497","-0.133699577565424","2.14713162030829e-05","8e-04"
"GABARAP","chr17-7035014-7036788","chr17-7434845-7437292","-8.3486192087726","-0.111269686862164","0.00967468156694477","0.0308"
"GABARAP","chr17-7035014-7036788","chr17-7454979-7456633","-8.24446502530511","-0.12821021543803","0.000131042400357767","0.002"
"GABARAP","chr17-7035014-7036788","chr17-7478339-7479799","-8.22450785968273","-0.112552152509394","0.000926097119649461","0.0096"
"GABARAP","chr17-7035014-7036788","chr17-7483195-7485296","-8.20836257053189","-0.141224901962171","0.0666367108528396","0.16"
"GABARAP","chr17-7035014-7036788","chr17-7571990-7574070","-8.01674070789857","-0.17657740168783","0.018836621039388","0.12"
"GABARAP","chr17-7035014-7036788","chr17-7613887-7615577","-8.09657393409593","-0.137833684834792","0.0222783758494384","0.16"
"GABARAP","chr17-7035014-7036788","chr17-7306567-7309294","-8.1437130589291","-0.116456558964462","0.111019825126391","0.18"
"GABARAP","chr17-7233929-7234779","chr17-7239181-7239940","-8.21698040531195","-0.130154784821154","0.00430808237462311","0.0324"
"GABARAP","chr17-7233929-7234779","chr17-7262227-7263739","-8.28964308670266","-0.0918435508426553","0.00276158473328809","0.0216"
"GABARAP","chr17-7233929-7234779","chr17-7328808-7330557","-8.25203824353744","-0.103090402736139","0.023144829194279","0.12"
"GABARAP","chr17-7233929-7234779","chr17-7336093-7337206","-8.28606040386849","-0.096825780113255","0.00192095564081939","0.016"
"GABARAP","chr17-7233929-7234779","chr17-7383545-7384678","-8.27502340213533","-0.118704779597333","0.00018636614326628","0.0052"
"GABARAP","chr17-7233929-7234779","chr17-7434845-7437292","-8.38048265092114","-0.0298500023051958","0.491590687921944","0.68"
"GABARAP","chr17-7233929-7234779","chr17-7454979-7456633","-8.27542789071268","-0.0590057459002419","0.0804562698449747","0.1"
"GABARAP","chr17-7233929-7234779","chr17-7478339-7479799","-8.23410504488323","-0.0999069314497922","0.00377217642631657","0.0316"
"GABARAP","chr17-7233929-7234779","chr17-7483195-7485296","-8.20577213821581","-0.136674479265864","0.0897207527741678","0.24"
