"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"RPL19","chr17-39161116-39161655","chr17-39238135-39239067","-7.43805937089452","-0.149529428549591","7.4911770253827e-07","8e-04"
"JUNB","chr19-12723653-12724098","chr19-12782108-12783013","-8.0476737068628","0.144538477481901","0.0250185629412086","0.1"
"JUNB","chr19-12723653-12724098","chr19-12945106-12946360","-8.14945625047498","0.0966160534410892","0.19531085810928","0.18"
"JUNB","chr19-12723653-12724098","chr19-13155519-13156366","-8.07027817449955","0.186475061604728","0.000302893611104358","0.0036"
"JUNB","chr19-12782108-12783013","chr19-12945106-12946360","-8.21656828342815","0.194586964118338","5.5663748567572e-08","4e-04"
"JUNB","chr19-12782108-12783013","chr19-13155519-13156366","-8.14955179519757","0.209308898893384","1.73769015728514e-13","4e-04"
"JUNB","chr19-12945106-12946360","chr19-13155519-13156366","-8.12072513764612","0.113056359399613","6.42252719690862e-05","0.0032"
"RPL11","chr1-23483354-23484969","chr1-23530563-23531556","-7.44486524768207","0.156882284596831","2.78733141961296e-09","4e-04"
"RPL11","chr1-23483354-23484969","chr1-23553945-23555196","-7.48294608899244","0.153760591050761","1.35072000723256e-08","4e-04"
"RPL11","chr1-23483354-23484969","chr1-23867430-23868741","-7.45098517503669","0.103379090552506","0.000208551636508624","0.022"
"RPL11","chr1-23530563-23531556","chr1-23553945-23555196","-7.48575441770699","0.153078002764923","7.92770170139373e-09","8e-04"
"RPL11","chr1-23530563-23531556","chr1-23867430-23868741","-7.46976317024996","0.18649306956688","2.5359893926146e-12","4e-04"
"RPL11","chr1-23553945-23555196","chr1-23867430-23868741","-7.47258075370988","0.167671337570262","3.48031858039659e-10","4e-04"
"ITK","chr5-157265282-157266824","chr5-157271527-157272681","-10.6825464418885","1.47119397957777","5.7761338877322e-28","4e-04"
"ITK","chr5-157265282-157266824","chr5-157743142-157744733","-9.95350530389346","1.65095962761685","2.52421376062249e-35","4e-04"
"ITK","chr5-157265282-157266824","chr5-157252607-157253720","-10.1687681337137","1.49760360212278","3.49892219512467e-40","4e-04"
"ITK","chr5-157271527-157272681","chr5-157743142-157744733","-10.0453395701272","2.27550200278368","1.3837644868336e-65","4e-04"
"ITK","chr5-157271527-157272681","chr5-157252607-157253720","-10.3162033398596","2.24417250514539","1.17060660887294e-88","4e-04"
"ITK","chr5-157743142-157744733","chr5-157252607-157253720","-9.82278554831153","0.564082507781892","5.46033251907898e-07","0.0016"
"ANXA1","chr9-73149342-73149751","chr9-73151591-73152299","-6.27103519613749","0.176230327081767","6.08092535286622e-12","0.0088"
"ANXA1","chr9-73149342-73149751","chr9-73171901-73172899","-6.39207022845926","0.148797404126214","2.07763773563609e-09","0.028"
"ANXA1","chr9-73149342-73149751","chr9-73154486-73155122","-6.19034600673532","0.134057643340018","1.42779220931833e-09","0.0176"
"ANXA1","chr9-73151591-73152299","chr9-73171901-73172899","-6.45392848033813","0.284350122341101","3.4928448978242e-79","4e-04"
"ANXA1","chr9-73151591-73152299","chr9-73154486-73155122","-6.25301747492771","0.270746245254557","6.00371089780065e-90","4e-04"
"ANXA1","chr9-73171901-73172899","chr9-73154486-73155122","-6.36068435006679","0.678877720307083","0","4e-04"
"FLT3LG","chr19-49499803-49501349","chr19-49555606-49556839","-11.2815292325126","0.563866286880789","9.29650968911778e-05","4e-04"
"FLT3LG","chr19-49499803-49501349","chr19-49569942-49570478","-11.0791570744587","0.551524496769918","0.000105351751016626","4e-04"
"FLT3LG","chr19-49555606-49556839","chr19-49569942-49570478","-10.9633020235364","0.837832114827704","1.18584980647288e-05","4e-04"
"RPL10","chrX-153970446-153973027","chrX-154411067-154412866","-7.44239842042105","0.119286436480972","4.92086334216843e-07","4e-04"
"RPL10","chrX-153970446-153973027","chrX-154457428-154458962","-7.45112782627936","0.130797192721767","2.51462809177711e-08","4e-04"
"RPL10","chrX-154411067-154412866","chrX-154457428-154458962","-7.41044845951072","0.179407303875826","8.47052736943241e-12","4e-04"
"RPL36AL","chr14-49892058-49894035","chr14-50001030-50003832","-9.22950120974914","0.09806749769673","0.107050436271635","0.22"
"RPL36AL","chr14-49892058-49894035","chr14-50082013-50083976","-9.18832367234821","0.165700573679016","0.000908313865975886","0.0036"
"RPL36AL","chr14-50001030-50003832","chr14-50082013-50083976","-9.14820119606336","0.132798355893205","0.00767664052550271","0.0128"
"ID2","chr2-8678508-8679373","chr2-8681783-8682477","-9.12317343654279","0.448416219069559","1.79425789951516e-18","4e-04"
"ID2","chr2-8678508-8679373","chr2-8684487-8686032","-9.39961569135744","0.416492516798832","2.12439794824109e-22","4e-04"
"ID2","chr2-8681783-8682477","chr2-8684487-8686032","-9.37172053513824","0.25970195266279","2.71407439029311e-09","0.004"
"CCND2","chr12-4030732-4032037","chr12-4268788-4269947","-11.3724606532242","0.459887593282687","0.033385277262583","0.0648"
"CCND2","chr12-4030732-4032037","chr12-4271709-4272951","-11.5424151082373","0.57903004389288","0.00516097599486088","0.0076"
"CCND2","chr12-4268788-4269947","chr12-4271709-4272951","-11.5956024695028","0.64591860730593","0.000880673062469661","0.0024"
"NR3C2","chr4-147866636-147867138","chr4-148443611-148445924","-10.5379400927589","0.32913919249041","0.203966957913125","0.14"
"NR3C2","chr4-147866636-147867138","chr4-147831764-147832847","-10.2419362941275","0.953171626651733","3.27544469070714e-10","4e-04"
"NR3C2","chr4-148443611-148445924","chr4-147831764-147832847","-10.4715323190306","1.10780540350762","2.51357784695835e-24","4e-04"
"CIITA","chr16-10628707-10629498","chr16-10752783-10753628","-8.81618348706623","-0.234016708402554","1.03276734180127e-05","4e-04"
"CIITA","chr16-10628707-10629498","chr16-10828521-10829378","-8.78012150904453","-0.18494149815947","0.000331649436368347","0.0024"
"CIITA","chr16-10752783-10753628","chr16-10828521-10829378","-8.85467305546537","0.189020076963593","0.00052937159262441","0.004"
"GNL1","chr6-30453458-30453937","chr6-30541483-30542705","-10.4546498008606","0.494944443061007","0.00126586957000517","0.0052"
"GNL1","chr6-30453458-30453937","chr6-30682125-30683008","-10.3282378452666","0.295114210075464","0.154793890882104","0.14"
"GNL1","chr6-30541483-30542705","chr6-30682125-30683008","-10.36817657687","0.452541973476831","0.00954452307748528","0.0056"
"RPL13A","chr19-49499803-49501349","chr19-49546619-49547317","-7.05496536080217","0.252179508134378","2.33483147686413e-42","4e-04"
"RPL13A","chr19-49499803-49501349","chr19-49555606-49556839","-7.07933130393094","0.212919100652332","7.32097866638971e-28","4e-04"
"RPL13A","chr19-49546619-49547317","chr19-49555606-49556839","-7.02093834883802","0.149795276612019","6.62999515110223e-06","0.012"
"IER2","chr19-13152752-13153310","chr19-13154988-13155221","-8.30431035990778","0.0941657820834781","0.00386335927111903","0.0264"
"IER2","chr19-13152752-13153310","chr19-13155519-13156366","-8.36571130095885","0.104265752254592","0.0056353346522262","0.0344"
"IER2","chr19-13154988-13155221","chr19-13155519-13156366","-8.33924413188933","0.231973860064647","0.000146089309244801","0.0012"
"GNAI2","chr3-49785675-49787226","chr3-50226064-50226545","-8.14611107960185","-0.0708894190576366","0.021548863130634","0.0512"
"GNAI2","chr3-49785675-49787226","chr3-50237108-50238303","-8.10346875525001","-0.0771876345285973","0.0247629118300461","0.12"
"GNAI2","chr3-50226064-50226545","chr3-50237108-50238303","-8.13266173220661","-0.145204418185636","0.0438569950187509","0.1"
"LDHB","chr12-21437157-21438485","chr12-21656828-21658116","-9.89685758448201","0.546741281888156","9.96888926327859e-09","4e-04"
"LDHB","chr12-21437157-21438485","chr12-22045848-22046978","-9.79465133406036","0.442048910675317","3.63947990868255e-06","4e-04"
"LDHB","chr12-21656828-21658116","chr12-22045848-22046978","-9.86882799589857","0.793141118849545","5.5876857522638e-16","4e-04"
"MSI2","chr17-56832837-56835170","chr17-58156709-58157775","-8.81827459875633","0.210137196648919","0.000113140255378051","0.0024"
"MSI2","chr17-56832837-56835170","chr17-57605158-57606191","-8.83040615123762","0.181976979996142","0.000774246149040265","0.006"
"MSI2","chr17-58156709-58157775","chr17-57605158-57606191","-8.76989372715909","0.367711415181162","8.3970085948525e-05","4e-04"
"IRF1","chr5-132489974-132491273","chr5-132495674-132497227","-7.04589743114226","-0.0180121229010632","0.570144634277943","0.66"
"IRF1","chr5-132489974-132491273","chr5-132500876-132501457","-7.04873581580157","0.0768181179515307","0.000337640838545315","0.0288"
"IRF1","chr5-132495674-132497227","chr5-132500876-132501457","-7.09870624380709","0.168064632884728","3.32893454407534e-17","4e-04"
"DOT1L","chr19-2081828-2082426","chr19-2478302-2479598","-10.1170571592301","0.347841069392178","0.00657217626180704","0.0048"
"DOT1L","chr19-2081828-2082426","chr19-2610725-2611487","-10.2087634710571","0.317845943709043","0.00463773785887246","0.0036"
"DOT1L","chr19-2478302-2479598","chr19-2610725-2611487","-10.2106617838766","0.228609778692927","0.0222639966944717","0.0216"
"SLC38A1","chr12-46214719-46215485","chr12-46217769-46218330","-10.5040950093744","1.75541831022615","8.4603913260071e-54","4e-04"
"SLC38A1","chr12-46214719-46215485","chr12-46266443-46270173","-11.0137049268343","1.24889380425067","2.38531053793099e-10","4e-04"
"SLC38A1","chr12-46217769-46218330","chr12-46266443-46270173","-10.8271085516593","0.0909145783264493","0.705053561084721","0.56"
"HLA-DMA","chr6-33008639-33009835","chr6-33029051-33030140","-9.95253919332854","0.221341123173495","0.092972126390082","0.14"
"HLA-DMA","chr6-33008639-33009835","chr6-32636861-32637580","-9.81757500914134","0.120072596335737","0.338122967480507","0.2"
"HLA-DMA","chr6-33029051-33030140","chr6-32636861-32637580","-9.86389003546131","0.243730706947486","0.000167448079750528","8e-04"
"TBC1D10C","chr11-67408974-67409965","chr11-67420513-67421490","-10.7244724479796","0.456902924285695","0.0338419767771437","0.0192"
"TBC1D10C","chr11-67408974-67409965","chr11-67484011-67485272","-10.6210526384802","0.730428507711804","5.43442024279344e-06","4e-04"
"TBC1D10C","chr11-67420513-67421490","chr11-67484011-67485272","-10.6508516437886","0.391281562704977","0.000694757862556039","0.0032"
"CCND3","chr6-41786120-41788032","chr6-42045530-42046163","-8.88447833794397","0.151432897617477","0.00131322362372778","0.02"
"CCND3","chr6-41786120-41788032","chr6-42048259-42049112","-8.86725759369219","0.170342528163024","0.000242316757418421","0.0092"
"CCND3","chr6-42045530-42046163","chr6-42048259-42049112","-8.85540627497989","0.567387486868987","8.46881755910696e-19","4e-04"
"LAT","chr16-28984172-28985582","chr16-29012855-29013546","-10.867299464213","0.680166296267497","2.82616376790675e-05","4e-04"
"LAT","chr16-28984172-28985582","chr16-29148371-29149474","-10.9655076397519","0.883418681135066","3.88764382853473e-07","4e-04"
"LAT","chr16-29012855-29013546","chr16-29148371-29149474","-10.7934330246281","0.0999676197798569","0.647668746546858","0.7"
"SRGN","chr10-69088841-69089191","chr10-69101529-69102023","-6.338778823267","-0.223797486436498","3.89338595479314e-29","4e-04"
"SRGN","chr10-69088841-69089191","chr10-69105512-69106566","-6.43334716558714","-0.206600818259621","1.69957779020646e-23","4e-04"
"SRGN","chr10-69101529-69102023","chr10-69105512-69106566","-6.48035589307831","0.140509130412022","1.79104470234324e-12","4e-04"
"SUN2","chr22-38569411-38571099","chr22-39020138-39021783","-9.6811345617104","0.29900194828178","0.000651664275924606","4e-04"
