"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"SUN2","chr22-38569411-38571099","chr22-39090080-39091379","-9.62284145152906","0.169083443086432","0.0584077719832229","0.0584"
"SUN2","chr22-39020138-39021783","chr22-39090080-39091379","-9.61874992157593","0.177730077888165","0.0258625218010539","0.0368"
"ETS1","chr11-128290004-128290877","chr11-128521754-128523296","-10.118139515103","1.39366461131942","8.88024474108152e-17","4e-04"
"ETS1","chr11-128290004-128290877","chr11-128624043-128625150","-9.63592321374853","1.40854651929075","2.01787574990666e-39","4e-04"
"ETS1","chr11-128521754-128523296","chr11-128624043-128625150","-9.82369843520141","0.895923843590475","6.22256247668948e-22","4e-04"
"NDFIP1","chr5-141701770-141703330","chr5-142108265-142109736","-8.84492124599899","0.126019705373631","0.200982684825757","0.22"
"NDFIP1","chr5-141701770-141703330","chr5-142222168-142224110","-8.70983971588953","0.25176257471065","0.0018860259634088","0.0052"
"NDFIP1","chr5-142108265-142109736","chr5-142222168-142224110","-8.72464293210885","0.193154373824518","0.00015127584619379","0.0012"
"IRS2","chr13-109389616-109390374","chr13-109704504-109705696","-8.28980493299626","0.384891883760065","2.36164105072994e-14","4e-04"
"IRS2","chr13-109389616-109390374","chr13-110160300-110161734","-8.23925870360431","0.403846448033267","2.81132154214318e-14","4e-04"
"IRS2","chr13-109704504-109705696","chr13-110160300-110161734","-8.20343794580057","0.180218154490193","0.000264272242695811","0.0152"
"SLC11A1","chr2-218368729-218369127","chr2-218381620-218382414","-7.55929381027133","0.109519278136945","0.0325892008905547","0.1004"
"SLC11A1","chr2-218368729-218369127","chr2-218398382-218398745","-7.5893728611499","0.135575569007547","0.00178009293834822","0.0136"
"SLC11A1","chr2-218381620-218382414","chr2-218398382-218398745","-7.62141330167911","0.100460477007039","0.000558181288404175","0.0128"
"SYTL1","chr1-27136836-27137875","chr1-27356460-27357815","-10.9779503699561","0.289382319244126","0.0435467072495034","0.0504"
"SYTL1","chr1-27136836-27137875","chr1-27402943-27403765","-10.8206571733526","0.466573682116207","0.000242984207203374","4e-04"
"SYTL1","chr1-27356460-27357815","chr1-27402943-27403765","-10.8010054266824","0.603124488648046","2.16238756045761e-05","4e-04"
"FCMR","chr1-206802792-206803750","chr1-206909045-206909919","-11.2334000722236","1.6674013899549","4.66461437056771e-30","4e-04"
"FCMR","chr1-206802792-206803750","chr1-206922767-206923481","-11.1317788957746","1.81623259989745","1.16878458322392e-34","4e-04"
"FCMR","chr1-206909045-206909919","chr1-206922767-206923481","-10.7506855464414","1.18129171829817","1.48550903415723e-09","4e-04"
"ELL","chr19-18112848-18113254","chr19-18495890-18496749","-9.15343561781623","0.271981711107584","0.00328937606763524","0.0076"
"ELL","chr19-18112848-18113254","chr19-18514638-18515492","-9.18710600742143","0.289045162499967","0.00687322229323153","0.0044"
"ELL","chr19-18495890-18496749","chr19-18514638-18515492","-9.18735017678533","0.144697556094572","0.0902892029886058","0.1172"
"KLF12","chr13-74132883-74136577","chr13-74286899-74288894","-10.0821921619032","1.34391167115778","1.09530559010445e-92","4e-04"
"KLF12","chr13-74132883-74136577","chr13-74290035-74290733","-9.89682267556432","1.43605786478777","5.70350861179633e-135","4e-04"
"KLF12","chr13-74286899-74288894","chr13-74290035-74290733","-9.57190902618594","0.961740426580596","4.41179945629537e-51","4e-04"
"TREM1","chr6-41199501-41202145","chr6-41271681-41272628","-8.37561061890076","0.030321616156426","0.61773327402719","0.7"
"TREM1","chr6-41199501-41202145","chr6-41278796-41279254","-8.343834108947","0.0690272296049867","0.0956501311745719","0.16"
"TREM1","chr6-41271681-41272628","chr6-41278796-41279254","-8.46405665831854","0.23447077652813","1.74166604902265e-08","4e-04"
"NCK2","chr2-105328314-105330330","chr2-105744122-105745712","-9.99944672580483","0.397219583087055","2.27433773829549e-05","4e-04"
"NCK2","chr2-105328314-105330330","chr2-106159686-106161359","-9.88193157942673","0.421188972242654","9.0185299951974e-07","4e-04"
"NCK2","chr2-105744122-105745712","chr2-106159686-106161359","-9.87273323590582","0.560093937293742","7.35699965442857e-09","4e-04"
"CYFIP2","chr5-157265282-157266824","chr5-157271527-157272681","-9.81581882496434","0.544774850365267","4.34437039705381e-07","4e-04"
"CYFIP2","chr5-157265282-157266824","chr5-157252607-157253720","-9.83636504513425","0.493275674332383","1.19550918129553e-06","4e-04"
"CYFIP2","chr5-157271527-157272681","chr5-157252607-157253720","-9.90574317710628","1.00316236604006","1.47347193985211e-22","4e-04"
"NOL4L","chr20-32189295-32190732","chr20-32521556-32522061","-10.9485675570742","0.757060841810721","1.0205936924318e-07","4e-04"
"NOL4L","chr20-32189295-32190732","chr20-32535942-32537531","-11.0645118982156","0.680064226428099","0.000100998456380058","0.0012"
"NOL4L","chr20-32521556-32522061","chr20-32535942-32537531","-11.0719689007697","0.845909823656577","6.36814095906952e-06","4e-04"
"TAGAP","chr6-159044634-159045450","chr6-159092469-159093005","-8.29416043667669","0.150421011766712","3.30730014913675e-05","0.0016"
