"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"IL32","chr16-3058049-3059909","chr16-3151988-3153014","-8.95140785031119","0.556492186194514","4.79424351709441e-21","4e-04"
"IL32","chr16-3058049-3059909","chr16-3157408-3159340","-9.46670352289741","0.387681734959691","4.38648272679602e-07","0.0044"
"IL32","chr16-3058049-3059909","chr16-3170441-3172366","-8.97686189980772","0.600386020924753","2.21929561383907e-27","4e-04"
"IL32","chr16-3058049-3059909","chr16-3214747-3216543","-9.07461743429226","0.487876531497921","2.24360434590795e-16","4e-04"
"IL32","chr16-3058049-3059909","chr16-3364462-3365697","-8.91228826504245","0.557003809917569","4.98041762626391e-23","4e-04"
"IL32","chr16-3058049-3059909","chr16-3400256-3401669","-9.35327909322357","0.296280356735974","0.00171033648227197","0.0492"
"IL32","chr16-3058049-3059909","chr16-3499839-3501325","-9.14478362549468","0.287810941729658","0.000207256061019043","0.032"
"IL32","chr16-3058049-3059909","chr16-3129113-3129892","-9.0574553700695","0.590502631000274","5.51518291973009e-23","4e-04"
"IL32","chr16-3074366-3075772","chr16-3105642-3106963","-9.14081223590102","0.839581380394497","2.23747291199912e-21","4e-04"
"IL32","chr16-3074366-3075772","chr16-3123437-3124992","-9.373558889601","0.673747884864555","1.54434988631264e-07","4e-04"
"IL32","chr16-3074366-3075772","chr16-3151988-3153014","-8.96415393196738","1.0652457392068","2.11228874245405e-55","4e-04"
"IL32","chr16-3074366-3075772","chr16-3157408-3159340","-9.45523442197969","0.870395129924559","1.26971047279645e-17","4e-04"
"IL32","chr16-3074366-3075772","chr16-3170441-3172366","-8.93595913241728","0.967583119342744","2.23590388311633e-49","4e-04"
"IL32","chr16-3074366-3075772","chr16-3214747-3216543","-9.06338314062023","0.956510937830699","2.43964955939325e-40","4e-04"
"IL32","chr16-3074366-3075772","chr16-3364462-3365697","-8.87910958822077","0.941417739785655","6.11242048924737e-44","4e-04"
"IL32","chr16-3074366-3075772","chr16-3400256-3401669","-9.31307337235402","0.410977995861226","0.00495696005901381","0.0584"
"IL32","chr16-3074366-3075772","chr16-3499839-3501325","-9.26575371699294","1.03710481195487","5.28423716251803e-29","4e-04"
"IL32","chr16-3074366-3075772","chr16-3129113-3129892","-8.95717639040012","0.779834768592789","3.67411215063861e-24","4e-04"
"IL32","chr16-3105642-3106963","chr16-3123437-3124992","-9.3904652565231","0.418239250791117","1.66158151054571e-05","0.0064"
"IL32","chr16-3105642-3106963","chr16-3151988-3153014","-8.94107676297835","0.661154529917156","8.55141360563705e-28","4e-04"
"IL32","chr16-3105642-3106963","chr16-3157408-3159340","-9.50147297241983","0.618195517955451","5.47318071000688e-15","4e-04"
"IL32","chr16-3105642-3106963","chr16-3170441-3172366","-8.953061774767","0.729424218547463","5.25801948558699e-38","4e-04"
"IL32","chr16-3105642-3106963","chr16-3214747-3216543","-9.09600046431907","0.683780286915919","1.13097903702374e-29","4e-04"
"IL32","chr16-3105642-3106963","chr16-3364462-3365697","-8.88545699445817","0.658790427310333","6.46414203328088e-30","4e-04"
"IL32","chr16-3105642-3106963","chr16-3400256-3401669","-9.31247433269513","0.247300592370506","0.0166751528023431","0.14"
"IL32","chr16-3105642-3106963","chr16-3499839-3501325","-9.19466538740389","0.481767785311655","1.86964886736181e-09","4e-04"
"IL32","chr16-3105642-3106963","chr16-3129113-3129892","-9.04326322086585","0.666127704440089","2.32357267222433e-27","4e-04"
"IL32","chr16-3123437-3124992","chr16-3151988-3153014","-9.10406299929877","0.685685468152824","5.72834599830365e-30","4e-04"
"IL32","chr16-3123437-3124992","chr16-3157408-3159340","-9.59527522636002","0.504839098298366","7.85027225675051e-12","4e-04"
"IL32","chr16-3123437-3124992","chr16-3170441-3172366","-9.09379707146996","0.667196931811144","1.24951815497834e-31","4e-04"
"IL32","chr16-3123437-3124992","chr16-3214747-3216543","-9.23977026139293","0.638582299716301","2.47501922186227e-26","4e-04"
"IL32","chr16-3123437-3124992","chr16-3364462-3365697","-9.03902592509514","0.652132621146638","1.1346807623954e-29","4e-04"
"IL32","chr16-3123437-3124992","chr16-3400256-3401669","-9.4228255889924","0.34680428555445","7.1998808264697e-05","0.0172"
"IL32","chr16-3123437-3124992","chr16-3499839-3501325","-9.2813447156483","0.442280755455161","1.89788223286074e-09","4e-04"
"IL32","chr16-3123437-3124992","chr16-3129113-3129892","-9.1594951089295","0.620896209009873","1.34791381971708e-24","4e-04"
"IL32","chr16-3151988-3153014","chr16-3157408-3159340","-9.39330442212943","0.48271589071165","1.80454679690314e-06","0.0136"
"IL32","chr16-3151988-3153014","chr16-3170441-3172366","-8.79568531491584","0.524501625654586","1.18718571391659e-14","4e-04"
"IL32","chr16-3151988-3153014","chr16-3214747-3216543","-8.94365393878298","0.441475184794853","3.38489955581012e-09","0.0016"
"IL32","chr16-3151988-3153014","chr16-3364462-3365697","-8.74659606281544","0.512615413862511","1.71543857078037e-13","4e-04"
"IL32","chr16-3151988-3153014","chr16-3400256-3401669","-9.287611856594","0.2115987938812","0.0953142196666161","0.2"
"IL32","chr16-3151988-3153014","chr16-3499839-3501325","-9.07609994591157","0.257380035572425","0.0141608799254268","0.1"
"IL32","chr16-3151988-3153014","chr16-3129113-3129892","-8.93312430242082","0.627148236526795","1.91215840793356e-18","4e-04"
"IL32","chr16-3157408-3159340","chr16-3170441-3172366","-9.04662354480772","0.80647419356825","1.95281472532301e-48","4e-04"
"IL32","chr16-3157408-3159340","chr16-3214747-3216543","-9.19186161187538","0.767859468452704","3.76598040211673e-39","4e-04"
"IL32","chr16-3157408-3159340","chr16-3364462-3365697","-9.02546559802781","0.853722199826978","1.18524073195573e-52","4e-04"
"IL32","chr16-3157408-3159340","chr16-3400256-3401669","-9.40016508457198","0.500016910078329","8.16656485389966e-08","0.0028"
"IL32","chr16-3157408-3159340","chr16-3499839-3501325","-9.27223132451678","0.603860503074106","1.4026640021106e-15","4e-04"
"IL32","chr16-3157408-3159340","chr16-3129113-3129892","-9.17946397025212","0.853115336309334","5.62122854014334e-47","4e-04"
"IL32","chr16-3170441-3172366","chr16-3214747-3216543","-8.9177021642641","0.760013072172574","2.5638369843721e-16","4e-04"
"IL32","chr16-3170441-3172366","chr16-3364462-3365697","-8.72988146319495","0.804902890501813","4.45400172176272e-21","4e-04"
"IL32","chr16-3170441-3172366","chr16-3400256-3401669","-9.26700679021492","0.535362121090485","0.00516078938488686","0.0936"
"IL32","chr16-3170441-3172366","chr16-3499839-3501325","-9.09493124276481","0.776742680363122","1.03156826144357e-09","4e-04"
"IL32","chr16-3170441-3172366","chr16-3129113-3129892","-8.85767738055438","0.688002518264448","1.51066215251314e-12","4e-04"
"IL32","chr16-3214747-3216543","chr16-3364462-3365697","-8.84611564078476","1.17538397269487","1.94882141261887e-65","4e-04"
"IL32","chr16-3214747-3216543","chr16-3400256-3401669","-9.38397903585857","1.08511873249108","1.7907294855892e-16","4e-04"
"IL32","chr16-3214747-3216543","chr16-3499839-3501325","-9.18897831274459","1.00855978337663","2.87931308425684e-22","4e-04"
"IL32","chr16-3214747-3216543","chr16-3129113-3129892","-8.98887625487201","1.14255863004671","2.34259861103004e-53","4e-04"
"IL32","chr16-3364462-3365697","chr16-3400256-3401669","-9.28253939292503","0.556871531767394","0.00196016136582641","0.01"
"IL32","chr16-3364462-3365697","chr16-3499839-3501325","-9.07691935977715","0.651232599171416","1.9184329100351e-06","4e-04"
"IL32","chr16-3364462-3365697","chr16-3129113-3129892","-8.91755675007407","1.02224477874939","3.61359320558495e-36","4e-04"
"IL32","chr16-3400256-3401669","chr16-3499839-3501325","-9.13104814925038","0.201239251846701","0.00614810461783866","0.1156"
"IL32","chr16-3400256-3401669","chr16-3129113-3129892","-9.07140558505549","0.484985373971979","1.36242121523957e-15","4e-04"
"IL32","chr16-3499839-3501325","chr16-3129113-3129892","-9.03952535736964","0.563627458162123","1.96495170699029e-21","4e-04"
"FTL","chr19-48511225-48512524","chr19-48618630-48619718","-7.38402704333342","-0.114883135679039","0.195698957753609","0.42"
"FTL","chr19-48511225-48512524","chr19-48623943-48624531","-7.27066509038948","-0.120095593860905","0.0767594702333735","0.36"
"FTL","chr19-48511225-48512524","chr19-48636788-48638536","-7.29616693280514","-0.021576657789353","0.867605439829743","0.92"
"FTL","chr19-48511225-48512524","chr19-48644602-48646895","-7.24544109922504","-0.112627166813666","0.081098851271947","0.2"
"FTL","chr19-48511225-48512524","chr19-48738414-48739696","-7.30444466978912","-0.11124519967123","0.0277784890485359","0.1"
"FTL","chr19-48511225-48512524","chr19-48872065-48873367","-7.27729017686736","0.00890905684773714","0.917466401150417","0.82"
"FTL","chr19-48511225-48512524","chr19-48899720-48901330","-7.2267245000519","-0.144424647024974","0.0278454688012734","0.16"
"FTL","chr19-48511225-48512524","chr19-48933085-48933985","-7.3183898726225","-0.0866267457829493","0.0645921770219213","0.22"
"FTL","chr19-48511225-48512524","chr19-48964844-48966066","-7.1891903318117","-0.350532623484125","0.00064988667649839","0.026"
"FTL","chr19-48511225-48512524","chr19-49084633-49085925","-7.15471845473908","-0.0420062696039215","0.592002091806599","0.76"
"FTL","chr19-48511225-48512524","chr19-49113772-49115131","-7.29753904053166","-0.145598248958842","0.00572797758294993","0.0796"
"FTL","chr19-48511225-48512524","chr19-49127544-49128612","-7.28956945279401","-0.13185283770264","0.0630311792237007","0.2"
"FTL","chr19-48511225-48512524","chr19-49142677-49143200","-7.32005523692734","-0.168957142374691","0.000223125653052381","0.026"
"FTL","chr19-48511225-48512524","chr19-49442557-49444013","-7.29791372201599","-0.231515190179926","0.000264827469945919","0.0316"
"FTL","chr19-48511225-48512524","chr19-49452580-49454103","-7.14092271202104","-0.100950677733524","0.299464286206609","0.64"
"FTL","chr19-48511225-48512524","chr19-48954004-48955395","-7.28101006255991","-0.170924727094695","0.0025816554446282","0.0824"
"FTL","chr19-48511225-48512524","chr19-49118475-49120354","-7.21313112781889","-0.0175349543695451","0.820232615501536","0.98"
"FTL","chr19-48618630-48619718","chr19-48623943-48624531","-7.24861940821082","-0.057058133539018","0.0282475576102069","0.26"
"FTL","chr19-48618630-48619718","chr19-48636788-48638536","-7.26981949963024","-0.0710801142511969","0.0581022779547297","0.38"
"FTL","chr19-48618630-48619718","chr19-48644602-48646895","-7.21485175694837","-0.0707402675907945","0.00346728118817769","0.096"
"FTL","chr19-48618630-48619718","chr19-48738414-48739696","-7.26124129303972","-0.101839709830436","5.23187077076422e-06","0.0088"
"FTL","chr19-48618630-48619718","chr19-48872065-48873367","-7.25589462726818","-0.040274363287241","0.209871684747178","0.56"
"FTL","chr19-48618630-48619718","chr19-48899720-48901330","-7.18385059013236","-0.0984329363900743","8.39662341798396e-05","0.034"
"FTL","chr19-48618630-48619718","chr19-48933085-48933985","-7.28080396722045","-0.0855657411460702","5.27784220881987e-05","0.0228"
"FTL","chr19-48618630-48619718","chr19-48964844-48966066","-7.10909483378936","-0.187558772440085","3.50435107117579e-09","0.0016"
"FTL","chr19-48618630-48619718","chr19-49084633-49085925","-7.11207052102979","-0.0992863717296542","0.000717496986064173","0.0732"
"FTL","chr19-48618630-48619718","chr19-49113772-49115131","-7.26949172272731","-0.0732581801953489","0.00149413589197464","0.0652"
