"gene","enhancer_1","enhancer_2","intercept","beta_estimate","beta_pvalue","bootstrap_pvalue"
"CD69","chr12-9761303-9761762","chr12-9764469-9765424","-10.0671701587696","0.750146924292925","2.99374485826991e-13","4e-04"
"CD69","chr12-9761303-9761762","chr12-9813598-9814704","-10.1191214363682","0.547064242999829","5.06083385286426e-07","4e-04"
"CD69","chr12-9764469-9765424","chr12-9813598-9814704","-10.2272769628874","0.906003314444357","1.26569575312959e-24","4e-04"
"HLA-DRB5","chr6-32127691-32128597","chr6-32195105-32196808","-9.08225646148847","0.0243776468260613","0.769586276301751","0.92"
"HLA-DRB5","chr6-32127691-32128597","chr6-32529518-32530725","-9.16662924106791","-0.162411503187578","0.000174804729425947","0.0024"
"HLA-DRB5","chr6-32127691-32128597","chr6-33027601-33028840","-9.13771015840572","-0.180584761596408","2.178997950194e-05","0.0012"
"HLA-DRB5","chr6-32127691-32128597","chr6-33029051-33030140","-9.1107612711174","-0.222425727012511","1.34177176914783e-06","4e-04"
"HLA-DRB5","chr6-32127691-32128597","chr6-32636861-32637580","-9.18652546032685","-0.161540452485086","0.000145828912672366","0.0048"
"HLA-DRB5","chr6-32195105-32196808","chr6-32529518-32530725","-9.16825127240893","-0.103262020617101","0.0434467534421716","0.12"
"HLA-DRB5","chr6-32195105-32196808","chr6-33027601-33028840","-9.13453685134563","-0.124463137102196","0.0124844351725958","0.048"
"HLA-DRB5","chr6-32195105-32196808","chr6-33029051-33030140","-9.11625116909259","-0.135644891979044","0.0115961137893557","0.0532"
"HLA-DRB5","chr6-32195105-32196808","chr6-32636861-32637580","-9.148626263722","-0.158963253789895","0.00140526256039919","0.0164"
"HLA-DRB5","chr6-32529518-32530725","chr6-33027601-33028840","-9.26770075626922","0.178851493787551","0.000156911417880735","0.0028"
"HLA-DRB5","chr6-32529518-32530725","chr6-33029051-33030140","-9.24698288012509","0.139014690274469","0.00831401913043746","0.044"
